0.400000	1.255166	1.325550	0.855126	0.850719	-0.361727	-0.381361	-0.355057	-0.694088	1.103778	0.917523	0.165405	-0.510005
0.410000	1.281468	1.353216	0.837953	0.825478	-0.365007	-0.384650	-0.322699	-0.674983	1.119004	0.914396	0.144962	-0.534719
0.420000	1.309285	1.382251	0.822224	0.799778	-0.367980	-0.386911	-0.289478	-0.652236	1.133088	0.910941	0.125581	-0.551225
0.430000	1.338522	1.412543	0.808046	0.773714	-0.370635	-0.388141	-0.255425	-0.625865	1.145907	0.907194	0.107230	-0.559441
0.440000	1.369065	1.443937	0.795521	0.747473	-0.372959	-0.388360	-0.220588	-0.596048	1.157334	0.903162	0.089852	-0.559490
0.450000	1.400778	1.476237	0.784745	0.721353	-0.374944	-0.387610	-0.185033	-0.563002	1.167250	0.898838	0.073368	-0.551707
0.460000	1.433504	1.509208	0.775803	0.695785	-0.376579	-0.385957	-0.148844	-0.526688	1.175539	0.894191	0.057675	-0.536594
0.470000	1.467069	1.542592	0.768767	0.671333	-0.377859	-0.383480	-0.112122	-0.486269	1.182102	0.889165	0.042645	-0.514688
0.480000	1.501279	1.576125	0.763698	0.648686	-0.378777	-0.380276	-0.074986	-0.439177	1.186854	0.883661	0.028133	-0.486291
0.490000	1.535927	1.609555	0.760638	0.628632	-0.379329	-0.376449	-0.037565	-0.379728	1.189731	0.877533	0.013977	-0.450999
0.500000	1.570796	1.642670	0.759615	0.612024	-0.379514	-0.372115	-0.000000	-0.297664	1.190695	0.870574	0.000000	-0.407023
0.510000	1.605666	1.675292	0.760638	0.599746	-0.379329	-0.367401	0.037565	-0.178704	1.189731	0.862506	-0.013977	-0.350639
0.520000	1.640314	1.707210	0.763698	0.592691	-0.378777	-0.362456	0.074986	-0.013590	1.186854	0.852963	-0.028133	-0.276987
0.530000	1.674523	1.737966	0.768767	0.591683	-0.377859	-0.357435	0.112122	0.176369	1.182102	0.841434	-0.042645	-0.184603
0.540000	1.708088	1.766813	0.775803	0.597145	-0.376579	-0.352292	0.148844	0.320581	1.175539	0.826912	-0.057675	-0.082547
0.550000	1.740815	1.793579	0.784745	0.608411	-0.374944	-0.346378	0.185033	0.359135	1.167250	0.807390	-0.073368	0.011213
0.560000	1.772528	1.819473	0.795521	0.623751	-0.372959	-0.338794	0.220588	0.325323	1.157334	0.781769	-0.089852	0.082389
0.570000	1.803071	1.845832	0.808046	0.641797	-0.370635	-0.329706	0.255425	0.290476	1.145907	0.753307	-0.107230	0.126470
0.580000	1.832308	1.872663	0.822224	0.662185	-0.367980	-0.320197	0.289478	0.281870	1.133088	0.727015	-0.125581	0.147117
0.590000	1.860125	1.899103	0.837953	0.684990	-0.365007	-0.311057	0.322699	0.292659	1.119004	0.704924	-0.144962	0.151246
0.600000	1.886427	1.924451	0.855126	0.710242	-0.361727	-0.302510	0.355057	0.312244	1.103778	0.686435	-0.165405	0.144346
0.610000	1.911141	1.948468	0.873632	0.737790	-0.358156	-0.294498	0.386537	0.334967	1.087531	0.670344	-0.186920	0.129603
0.620000	1.934209	1.971206	0.893357	0.767333	-0.354308	-0.286896	0.417137	0.358871	1.070376	0.655743	-0.209498	0.108759
0.630000	1.955591	1.992800	0.914189	0.798499	-0.350200	-0.279595	0.446866	0.383639	1.052418	0.642116	-0.233112	0.082842
0.640000	1.975258	2.013352	0.936016	0.830905	-0.345849	-0.272513	0.475743	0.409455	1.033752	0.629212	-0.257720	0.052532
0.650000	1.993196	2.032890	0.958729	0.864188	-0.341272	-0.265596	0.503793	0.436532	1.014462	0.616917	-0.283268	0.018353
0.660000	2.009396	2.051365	0.982222	0.898024	-0.336490	-0.258803	0.531046	0.464966	0.994619	0.605177	-0.309691	-0.019250
0.670000	2.023858	2.068669	1.006391	0.932125	-0.331522	-0.252108	0.557534	0.494717	0.974284	0.593950	-0.336914	-0.059864
0.680000	2.036587	2.084659	1.031137	0.966244	-0.326387	-0.245493	0.583292	0.525646	0.953507	0.583189	-0.364857	-0.103089
0.690000	2.047590	2.099181	1.056365	1.000165	-0.321108	-0.238944	0.608353	0.557552	0.932327	0.572834	-0.393432	-0.148531
0.700000	2.056877	2.112094	1.081984	1.033702	-0.315706	-0.232457	0.632749	0.590222	0.910773	0.562810	-0.422549	-0.195802
0.710000	2.064459	2.123280	1.107905	1.066693	-0.310202	-0.226033	0.656511	0.623454	0.888863	0.553028	-0.452111	-0.244523
0.720000	2.070344	2.132651	1.134043	1.098999	-0.304618	-0.219681	0.679665	0.657084	0.866609	0.543391	-0.482020	-0.294331
0.730000	2.074541	2.140153	1.160318	1.130500	-0.298977	-0.213416	0.702232	0.690989	0.844012	0.533791	-0.512173	-0.344882
0.740000	2.077057	2.145761	1.186650	1.161098	-0.293301	-0.207262	0.724229	0.725096	0.821070	0.524122	-0.542465	-0.395858
0.750000	2.077895	2.149472	1.212962	1.190710	-0.287612	-0.201244	0.745665	0.759371	0.797771	0.514275	-0.572786	-0.446967
0.760000	2.077057	2.151300	1.239179	1.219273	-0.281933	-0.195398	0.766542	0.793815	0.774098	0.504153	-0.603021	-0.497942
0.770000	2.074541	2.151271	1.265228	1.246742	-0.276285	-0.189759	0.786853	0.828457	0.750032	0.493675	-0.633052	-0.548544
0.780000	2.070344	2.149418	1.291035	1.273085	-0.270691	-0.184365	0.806580	0.863344	0.725545	0.482780	-0.662751	-0.598552
0.790000	2.064459	2.145775	1.316526	1.298289	-0.265172	-0.179256	0.825691	0.898538	0.700611	0.471439	-0.691983	-0.647765
0.800000	2.056877	2.140385	1.341629	1.322355	-0.259750	-0.174470	0.844141	0.934106	0.675199	0.459662	-0.720601	-0.695988
0.810000	2.047590	2.133290	1.366269	1.345302	-0.254445	-0.170044	0.861862	0.970121	0.649276	0.447498	-0.748445	-0.743029
0.820000	2.036587	2.124537	1.390371	1.367166	-0.249277	-0.166012	0.878766	1.006657	0.622812	0.435036	-0.775335	-0.788687
0.830000	2.023858	2.114172	1.413858	1.387997	-0.244266	-0.162406	0.894732	1.043783	0.595775	0.422406	-0.801068	-0.832735
0.840000	2.009396	2.102243	1.436652	1.407864	-0.239432	-0.159254	0.909602	1.081566	0.568139	0.409763	-0.825406	-0.874901
0.850000	1.993196	2.088786	1.458673	1.426848	-0.234791	-0.156579	0.923168	1.120067	0.539881	0.397271	-0.848071	-0.914846
0.860000	1.975258	2.073822	1.479838	1.445042	-0.230363	-0.154397	0.935156	1.159346	0.510986	0.385078	-0.868726	-0.952133
0.870000	1.955591	2.057342	1.500064	1.462547	-0.226164	-0.152718	0.945204	1.199481	0.481451	0.373275	-0.886955	-0.986200
0.880000	1.934209	2.039294	1.519266	1.479462	-0.222209	-0.151540	0.952835	1.240602	0.451284	0.361855	-0.902235	-1.016330
0.890000	1.911141	2.019562	1.537356	1.495882	-0.218513	-0.150850	0.957405	1.282974	0.420517	0.350635	-0.913888	-1.041642
0.900000	1.886427	1.997948	1.554249	1.511885	-0.215091	-0.150620	0.958042	1.327157	0.389203	0.339162	-0.921018	-1.061104
0.910000	1.860125	1.974139	1.569859	1.527516	-0.211954	-0.150797	0.953539	1.374299	0.357433	0.326569	-0.922410	-1.073582
0.920000	1.832308	1.947685	1.584100	1.542770	-0.209116	-0.151296	0.942208	1.426603	0.325347	0.311372	-0.916377	-1.077946
0.930000	1.803071	1.917988	1.596892	1.557542	-0.206585	-0.151972	0.921628	1.487780	0.293153	0.291284	-0.900515	-1.073159
0.940000	1.772528	1.884395	1.608156	1.571560	-0.204373	-0.152607	0.888272	1.562084	0.261169	0.263327	-0.871330	-1.058041
0.950000	1.740815	1.846489	1.617822	1.584327	-0.202487	-0.152962	0.836928	1.646044	0.229872	0.225129	-0.823654	-1.029771
0.960000	1.708088	1.804498	1.625825	1.595253	-0.200934	-0.153077	0.759914	1.696860	0.200009	0.178734	-0.749864	-0.980681
0.970000	1.674523	1.759000	1.632109	1.604155	-0.199720	-0.153741	0.646401	1.567216	0.172763	0.135248	-0.639205	-0.901220
0.980000	1.640314	1.709858	1.636632	1.611525	-0.198850	-0.155938	0.483462	1.031799	0.149990	0.110158	-0.478830	-0.799808
0.990000	1.605666	1.658750	1.639358	1.618637	-0.198327	-0.159392	0.263319	0.163902	0.134342	0.106523	-0.261053	-0.687502
